original_name,city,county,country,latitude,longitude
,Tokorozawa,Saitama,Japan,35.7996,139.4686
,Tsurugashima,Saitama,Japan,35.9345,139.3931
,Wakō,Saitama,Japan,35.7812,139.6057
,Warabi,Saitama,Japan,35.8256,139.6797
,Yashio,Saitama,Japan,35.8225,139.8392
,Yorii,Saitama,Japan,36.1183,139.193
,Yoshikawa,Saitama,Japan,35.8939,139.8414
,Yoshimi,Saitama,Japan,36.0399,139.4538
,Aishō,Shiga,Japan,35.1667,136.2167
,Higashiōmi,Shiga,Japan,35.1167,136.2
,Hikone,Shiga,Japan,35.2667,136.2667
,Hino,Shiga,Japan,35.0167,136.25
,Kōka,Shiga,Japan,34.9667,136.1667
,Konan,Shiga,Japan,35,136.0833
,Kusatsu,Shiga,Japan,35.0167,135.9667
,Maibara,Shiga,Japan,35.3167,136.2833
,Moriyama,Shiga,Japan,35.0586,135.9942
,Nagahama,Shiga,Japan,35.3833,136.2833
,Ōmihachiman,Shiga,Japan,35.1283,136.0981
,Ōtsu,Shiga,Japan,35.0167,135.85
,Rittō,Shiga,Japan,35.0167,136
,Ryūō,Shiga,Japan,35.0667,136.1167
,Takashima,Shiga,Japan,35.35,136.0333
,Yasu,Shiga,Japan,35.0667,136.0333
,Gōtsuchō,Shimane,Japan,35.0117,132.2178
,Hamada,Shimane,Japan,34.8992,132.0964
,Hikawa,Shimane,Japan,35.3833,132.8333
,Izumo,Shimane,Japan,35.3669,132.7547
,Masuda,Shimane,Japan,34.6747,131.8428
,Matsue,Shimane,Japan,35.4681,133.0486
,Ōdachō-ōda,Shimane,Japan,35.1919,132.4994
,Okinoshima,Shimane,Japan,36.2,133.3167
,Okuizumo,Shimane,Japan,35.1975,133.0025
,Ōnan,Shimane,Japan,34.8939,132.4378
,Sakaiminato,Shimane,Japan,35.5333,133.2333
,Taishachō-kizukikita,Shimane,Japan,35.3867,132.6902
,Unnan,Shimane,Japan,35.3078,132.9003
,Yasugichō,Shimane,Japan,35.4314,133.2508
,Arai,Shizuoka,Japan,34.6833,137.5667
,Atami,Shizuoka,Japan,35.096,139.0716
,Fuji,Shizuoka,Japan,35.1613,138.6763
,Fujioka,Shizuoka,Japan,35.15,138.6167
,Fujita,Shizuoka,Japan,34.8674,138.2577
,Fukude,Shizuoka,Japan,34.6781,137.8797
,Fukuroi,Shizuoka,Japan,34.7502,137.9247
,Gotenba,Shizuoka,Japan,35.3087,138.9346
,Hamakita,Shizuoka,Japan,34.7931,137.79
,Hamamatsu,Shizuoka,Japan,34.7108,137.7275
,Higashiizu,Shizuoka,Japan,34.7667,139.0333
,Itō,Shizuoka,Japan,34.9657,139.1019
,Iwata,Shizuoka,Japan,34.7179,137.8515
,Izu,Shizuoka,Japan,34.9765,138.9468
,Izunokuni,Shizuoka,Japan,35.0333,138.9333
,Kakegawa,Shizuoka,Japan,34.7687,137.9984
,Kanaya,Shizuoka,Japan,34.8345,138.1267
,Kanbara,Shizuoka,Japan,35.1159,138.5949
,Kannan,Shizuoka,Japan,35.0889,138.9534
,Kawai,Shizuoka,Japan,35.2,138.5667
,Kikugawa,Shizuoka,Japan,34.75,138.0833
,Kosai,Shizuoka,Japan,34.7184,137.5316
,Maisaka,Shizuoka,Japan,34.6857,137.6272
,Makinohara,Shizuoka,Japan,34.7333,138.2167
,Mikkabi,Shizuoka,Japan,34.8031,137.5561
,Mineshita,Shizuoka,Japan,35.1185,138.9186
,Mori,Shizuoka,Japan,34.8333,137.9333
,Nagaizumi,Shizuoka,Japan,35.1377,138.8972
,Niiyama,Shizuoka,Japan,35.0533,138.9455
,Numazu,Shizuoka,Japan,35.0956,138.8634
,Okabechō-okabe,Shizuoka,Japan,34.9167,138.2833
,Omaezaki,Shizuoka,Japan,34.6379,138.1281
,Ōmiyachō,Shizuoka,Japan,35.2221,138.6216
,Ryūyō,Shizuoka,Japan,34.6783,137.8167
,Sagara,Shizuoka,Japan,34.6863,138.1987
,Shimada,Shizuoka,Japan,34.8363,138.1927
,Shimizuchō,Shizuoka,Japan,35.099,138.9029
,Shimogamo,Shizuoka,Japan,34.6795,138.9453
,Shizuoka,Shizuoka,Japan,34.9756,138.3828
,Shuzenji,Shizuoka,Japan,34.9717,138.9304
,Susono,Shizuoka,Japan,35.1739,138.9068
,Yaizu,Shizuoka,Japan,34.8669,138.3247
,Yoshida,Shizuoka,Japan,34.7667,138.25
,Yoshiwara,Shizuoka,Japan,35.1633,138.6866
,Yui,Shizuoka,Japan,35.1,138.5667
,Ashikaga,Tochigi,Japan,36.3402,139.4497
,Haga,Tochigi,Japan,36.5483,140.0582
,Ichikai,Tochigi,Japan,36.55,140.1
,Kaminokawa,Tochigi,Japan,36.4393,139.9099
,Kanuma,Tochigi,Japan,36.5671,139.7451
,Mashiko,Tochigi,Japan,36.4673,140.0934
,Mibu,Tochigi,Japan,36.4271,139.804
,Mooka,Tochigi,Japan,36.4404,140.0134
,Motegi,Tochigi,Japan,36.5321,140.1876
,Nakagawa,Tochigi,Japan,36.7382,140.1715
,Nasu,Tochigi,Japan,37.0198,140.121
,Nasukarasuyama,Tochigi,Japan,36.6569,140.1514
,Nasushiobara,Tochigi,Japan,36.9617,140.0461
,Nikkō,Tochigi,Japan,36.7198,139.6982
,Nogi,Tochigi,Japan,36.2332,139.7407
,Ōtawara,Tochigi,Japan,36.8711,140.0156
,Oyama,Tochigi,Japan,36.3146,139.8002
,Sakura,Tochigi,Japan,36.6853,139.9664
,Sano,Tochigi,Japan,36.3145,139.5783
,Shimotsuke,Tochigi,Japan,36.3872,139.8421
,Shioya,Tochigi,Japan,36.7776,139.8506
,Takanezawa,Tochigi,Japan,36.631,139.9865
,Tochigi,Tochigi,Japan,36.3813,139.7303
,Utsunomiya,Tochigi,Japan,36.5551,139.8826
,Yaita,Tochigi,Japan,36.8067,139.9241
,Aizumi,Tokushima,Japan,34.1266,134.4951
,Anan,Tokushima,Japan,33.9167,134.6667
,Awa,Tokushima,Japan,34.1014,134.2964
,Higashimiyoshi,Tokushima,Japan,34.0333,133.9333
,Ishii,Tokushima,Japan,34.0667,134.4333
,Itano,Tokushima,Japan,34.1444,134.4626
,Kamiita,Tokushima,Japan,34.1167,134.4
,Kitajima,Tokushima,Japan,34.1333,134.55
,Komatsushimachō,Tokushima,Japan,34.0003,134.5844
,Matsushige,Tokushima,Japan,34.1339,134.5803
,Mima,Tokushima,Japan,34.05,134.1667
,Miyoshi,Tokushima,Japan,34.026,133.8072
,Nakagawa,Tokushima,Japan,33.9511,134.6622
,Narutochō-mitsuishi,Tokushima,Japan,34.1667,134.6167
,Tokushima,Tokushima,Japan,34.0667,134.55
,Yoshinogawa,Tokushima,Japan,34.0631,134.3614
,Adachi,Tōkyō,Japan,35.7833,139.8
,Akiruno,Tōkyō,Japan,35.7289,139.2941
,Akishima,Tōkyō,Japan,35.7057,139.3535
,Arakawa,Tōkyō,Japan,35.7333,139.7833
,Bunkyō-ku,Tōkyō,Japan,35.7167,139.75
,Chiyoda-ku,Tōkyō,Japan,35.694,139.7536
,Chōfugaoka,Tōkyō,Japan,35.6506,139.5407
,Chūō-ku,Tōkyō,Japan,35.6667,139.7667
,Edogawa-ku,Tōkyō,Japan,35.7,139.8833
,Fuchū,Tōkyō,Japan,35.6689,139.4776
,Fussa,Tōkyō,Japan,35.7333,139.3333
,Hachiōji,Tōkyō,Japan,35.6664,139.316
,Haramachida,Tōkyō,Japan,35.5434,139.4452
,Higashimurayama,Tōkyō,Japan,35.7546,139.4685
,Hino,Tōkyō,Japan,35.6713,139.3951
,Hinode,Tōkyō,Japan,35.7421,139.2546
,Hōyachō,Tōkyō,Japan,35.7483,139.5675
,Inagi,Tōkyō,Japan,35.6379,139.5046
,Itabashi,Tōkyō,Japan,35.7667,139.6833
,Itsukaichi,Tōkyō,Japan,35.7522,139.2667
,Kamirenjaku,Tōkyō,Japan,35.6836,139.5595
,Katsushika-ku,Tōkyō,Japan,35.7333,139.85
,Kita-ku,Tōkyō,Japan,35.75,139.7333
,Kodaira,Tōkyō,Japan,35.7285,139.4774
,Koganei,Tōkyō,Japan,35.6995,139.503
,Kokubunji,Tōkyō,Japan,35.7109,139.4622
,Komae,Tōkyō,Japan,35.6348,139.5787
,Kōtō-ku,Tōkyō,Japan,35.6667,139.8167
,Kunitachi,Tōkyō,Japan,35.6839,139.4414
,Machida,Tōkyō,Japan,35.5542,139.4431
,Meguro,Tōkyō,Japan,35.6333,139.6833
,Minamikarasuyama,Tōkyō,Japan,35.6683,139.6012
,Minato,Tōkyō,Japan,35.6581,139.7514
,Musashimurayama,Tōkyō,Japan,35.7548,139.3874
,Musashino,Tōkyō,Japan,35.7177,139.5661
,Nakano,Tōkyō,Japan,35.7074,139.6638
,Nerima,Tōkyō,Japan,35.7356,139.6517
,Nishitōkyō,Tōkyō,Japan,35.7256,139.5383
,Ōme,Tōkyō,Japan,35.788,139.2758
,Ōta-ku,Tōkyō,Japan,35.5614,139.7161
,Setagaya,Tōkyō,Japan,35.6466,139.6532
,Shibuya,Tōkyō,Japan,35.6536,139.7092
,Shibuya-ku,Tōkyō,Japan,35.6594,139.7006
,Shimokodanaka,Tōkyō,Japan,35.6616,139.6666
,Shinagawa-ku,Tōkyō,Japan,35.6,139.7333
,Shinjuku,Tōkyō,Japan,35.7014,139.7097
,Suginami-ku,Tōkyō,Japan,35.6994,139.6364
,Sumida,Tōkyō,Japan,35.7,139.8167
,Tachikawa,Tōkyō,Japan,35.6942,139.4197
,Taitō,Tōkyō,Japan,35.7125,139.78
,Tama,Tōkyō,Japan,35.6369,139.4463
,Tanashichō,Tōkyō,Japan,35.7275,139.5489
,Tokyo,Tōkyō,Japan,35.6897,139.6922
,Toshima,Tōkyō,Japan,35.7333,139.7167
,Daisen,Tottori,Japan,35.5,133.5
,Hōki,Tottori,Japan,35.3856,133.4072
,Hokuei,Tottori,Japan,35.4833,133.7667
,Iwai,Tottori,Japan,35.5833,134.3333
,Kotoura,Tottori,Japan,35.5,133.7
,Kurayoshi,Tottori,Japan,35.4333,133.8167
,Nanbu,Tottori,Japan,35.3333,133.3333
,Tottori,Tottori,Japan,35.5,134.2333
,Yazu,Tottori,Japan,35.4,134.25
,Yonago,Tottori,Japan,35.4333,133.3333
,Yurihama,Tottori,Japan,35.4833,133.8667
,Asahi,Toyama,Japan,36.9462,137.5599
,Himi,Toyama,Japan,36.8567,136.9731
,Imizuchō,Toyama,Japan,36.7306,137.0756
,Inami,Toyama,Japan,36.5602,136.971
,Kamiichi,Toyama,Japan,36.7,137.3667
,Kurobeshin,Toyama,Japan,36.8667,137.45
,Namerikawa,Toyama,Japan,36.7644,137.3412
,Nanto,Toyama,Japan,36.5878,136.9194
,Nyūzen,Toyama,Japan,36.9335,137.5021
,Oyabe,Toyama,Japan,36.6755,136.8687
,Takaoka,Toyama,Japan,36.7541,137.0257
,Tateyama,Toyama,Japan,36.6636,137.3137
,Tonami,Toyama,Japan,36.6475,136.9622
,Toyama,Toyama,Japan,36.6959,137.2137
,Uozu,Toyama,Japan,36.8273,137.4092
,Arida,Wakayama,Japan,34.0833,135.1333
,Aridagawa,Wakayama,Japan,34.05,135.2167
,Funato,Wakayama,Japan,34.25,135.3167
,Gobō,Wakayama,Japan,33.8833,135.15
,Hashimoto,Wakayama,Japan,34.3167,135.6
,Kamidani,Wakayama,Japan,34.1575,135.2397
,Kamitonda,Wakayama,Japan,33.7,135.4333
,Kasagi,Wakayama,Japan,34.3,135.5
,Kokawa,Wakayama,Japan,34.2664,135.3653
,Kushimoto,Wakayama,Japan,33.4667,135.7833
,Minabe,Wakayama,Japan,33.7725,135.3206
,Nachikatsuura,Wakayama,Japan,33.6333,135.9333
,Shimotsuchō-kominami,Wakayama,Japan,34.15,135.2167
,Shirahama,Wakayama,Japan,33.6817,135.3444
,Tanabe,Wakayama,Japan,33.7333,135.3833
,Wakayama,Wakayama,Japan,34.2333,135.1667
,Yuasa,Wakayama,Japan,34.0333,135.1833
,Akayu,Yamagata,Japan,38.05,140.1833
,Higashine,Yamagata,Japan,38.4313,140.3911
,Kahoku,Yamagata,Japan,38.4264,140.3144
,Kaminoyama,Yamagata,Japan,38.1496,140.2679
,Kawaii,Yamagata,Japan,38.0045,140.0458
,Miyauchi,Yamagata,Japan,38.0667,140.1333
,Murayama,Yamagata,Japan,38.4833,140.3833
,Nagai,Yamagata,Japan,38.1075,140.0405
,Nakayama,Yamagata,Japan,38.3331,140.2831
,Nanyō,Yamagata,Japan,38.0551,140.1476
,Obanazawa,Yamagata,Japan,38.6,140.4
,Sagae,Yamagata,Japan,38.3809,140.276
,Sakata,Yamagata,Japan,38.9145,139.8364
,Shinjō,Yamagata,Japan,38.7667,140.3
,Shirataka,Yamagata,Japan,38.1831,140.0986
,Shōnai,Yamagata,Japan,38.8499,139.9047
,Takahata,Yamagata,Japan,38.0027,140.1891
,Tendō,Yamagata,Japan,38.3623,140.3779
,Tsuruoka,Yamagata,Japan,38.7272,139.8267
,Yamagata,Yamagata,Japan,38.2554,140.3396
,Yamanobe,Yamagata,Japan,38.2833,140.2667
,Yonezawa,Yamagata,Japan,37.9222,140.1168
,Yuza,Yamagata,Japan,39.0147,139.9089
,Hagi,Yamaguchi,Japan,34.4081,131.3992
,Hikari,Yamaguchi,Japan,33.9619,131.9422
,Hirao,Yamaguchi,Japan,33.9381,132.0733
,Hōfu,Yamaguchi,Japan,34.0514,131.5625
,Iwakuni,Yamaguchi,Japan,34.1664,132.2189
,Kudamatsu,Yamaguchi,Japan,34.015,131.8703
,Kumage,Yamaguchi,Japan,34.0495,131.969
,Mine,Yamaguchi,Japan,34.1631,131.2083
,Nagato,Yamaguchi,Japan,34.3706,131.1825
,Sanyō-Onoda,Yamaguchi,Japan,34.0031,131.1819
,Shūnan,Yamaguchi,Japan,34.055,131.8061
,Suō-Ōshima,Yamaguchi,Japan,33.9167,132.2333
,Tabuse,Yamaguchi,Japan,33.9547,132.0414
,Ube,Yamaguchi,Japan,33.9517,131.2467
,Yamaguchi,Yamaguchi,Japan,34.1781,131.4739
,Yanai,Yamaguchi,Japan,33.9639,132.1186
,Chūō,Yamanashi,Japan,35.5996,138.6339
,Fuefuki,Yamanashi,Japan,35.6473,138.6397
,Fujikawa,Yamanashi,Japan,35.5611,138.4614
,Fujikawaguchiko,Yamanashi,Japan,35.4973,138.7549
,Fujiyoshida,Yamanashi,Japan,35.4875,138.8077
,Hokuto,Yamanashi,Japan,35.7765,138.4236
,Ichikawamisato,Yamanashi,Japan,35.5653,138.5025
,Kai,Yamanashi,Japan,35.6608,138.5158
,Kōfu,Yamanashi,Japan,35.6621,138.5682
,Kōshū,Yamanashi,Japan,35.7043,138.7294
,Minami-Alps,Yamanashi,Japan,35.6083,138.465
,Minobu,Yamanashi,Japan,35.4675,138.4425
,Nirasaki,Yamanashi,Japan,35.7089,138.4461
,Ōtsuki,Yamanashi,Japan,35.6106,138.94
,Shōwa,Yamanashi,Japan,35.6333,138.5333
,Tsuru,Yamanashi,Japan,35.5515,138.9054
,Yamanashi,Yamanashi,Japan,35.6934,138.6869
